Record number	In-ref ID	Individual ID	Predator	Predator common name	Predator  taxon	Predator lifestage	Type of feeding interaction	Predator length	Predator length unit	Predator dimension measured	Predator standard length	Predator fork length	Predator total length	Predator TL/FL/SL conversion reference	Standardised predator length	Predator measurement type	Predator length-mass conversion method	Predator length-mass conversion reference	Predator quality of length-mass conversion	Predator mass	Predator mass unit	Predator mass check	Predator mass check diff	Predator ratio mass/mass	SI predator mass	Diet coverage	Prey	Prey common name	Prey taxon	Prey length	Prey length unit	Prey conversion to length method	Prey quality of conversion to length	Prey conversion to length reference	SI prey length	Prey dimension measured	Prey width	Prey width unit	Prey measurement type	Prey mass	Prey mass unit	Prey mass check	Prey mass check diff	Prey ratio mass/mass	SI prey mass	Prey conversion to mass method	Prey conversion to mass reference	Prey quality of conversion to mass	Geographic location	Latitude	Longitude	Depth	Mean annual temp	SD annual temp	Mean PP	SD PP	Reference	Specific habitat	Notes / assumptions
15694	Ge45	6990	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	63	cm	standard length	63	66.386	71.001	Fishbase (species)	71.001	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	5084.4	g	18731	13647	3.6841	5084.4	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	4.1444	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	4.1444	mass	n/a	n/a	individual	0.44657	g	3.7253	3.2788	8.3421	0.44657	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
1358	89115	326	Thunnus thynnus	Atlantic bluefin tuna	ectotherm vertebrate	adult	piscivorous	124	cm	curved fork length	117.55	124	133.3	Fishbase (species)	124	individual	M=0.0231FL^2.934	Hsu et al. (2000)	1	32041	g	99780	67739	3.1141	32041	all	Ammodytes sp.	Sand lance	ectotherm vertebrate	12	cm	n/a	0	n/a	12	total length	n/a	n/a	individual	4.6267	g	90.432	85.805	19.546	4.6267	M=0.0017L^3.1828	CEFAS Endeavour cruise 16/05	2	Great Channel South, Gulf of Maine, New England	41º71'N	69º76'W	12	10.4	5.7	1045	105	Chase, B.C. (2002)	Shelf	None
15236	Ge44	6989	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	68	cm	standard length	68	71.654	76.636	Fishbase (species)	76.636	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	6325.5	g	23555	17229	3.7237	6325.5	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	3.971	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	3.971	mass	n/a	n/a	individual	0.377	g	3.2769	2.8999	8.692	0.377	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
32830	n/a	17315	Urophycis tenuis	White hake	ectotherm vertebrate	adult	piscivorous	720	mm	total length	619.92	0	720	Fishbase (species)	72	individual	M=0.004TL^3.172	Clay and Clay (1991)	1	3115.4	g	19533	16418	6.2699	3115.4	all	fish unidentified	fish	ectotherm vertebrate	110	mm	n/a	0	n/a	11	total length	n/a	n/a	individual	13.31	g	69.656	56.346	5.2333	13.31	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
15594	Ge45	6990	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	63	cm	standard length	63	66.386	71.001	Fishbase (species)	71.001	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	5084.4	g	18731	13647	3.6841	5084.4	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	3.689	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	3.689	mass	n/a	n/a	individual	0.28162	g	2.6274	2.3457	9.3294	0.28162	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
19577	n/a	8012	Gadus morhua	Atlantic cod	ectotherm vertebrate	adult	piscivorous	530	mm	total length	465.87	530	530	Fishbase (species)	53	individual	M=0.0070SL^3.0870	Bedford et al. (1986)	1	988.62	g	7791.2	6802.6	7.8809	988.62	all	fish unidentified	fish	ectotherm vertebrate	56	mm	n/a	0	n/a	5.6	total length	n/a	n/a	individual	1.7562	g	9.1906	7.4344	5.2333	1.7562	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
5813	n/a	936	Thunnus obesus	Bigeye tuna	ectotherm vertebrate	adult	piscivorous	136	cm	standard length	136	143.31	152.59	Fishbase (species)	152.59	individual	M=0.0178SL^2.902	Nakamura and Uchiyama (1966)	1	27666	g	185940	158270	6.7208	27666	all	fish	fish	ectotherm vertebrate	21	cm	n/a	0	n/a	21	Standard length	n/a	n/a	individual	92.61	g	484.66	392.05	5.2333	92.61	M=0.01L^3	Standard fish shape	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
21937	n/a	10191	Pollachius virens	Saithe	ectotherm vertebrate	adult	piscivorous	620	mm	total length	511.5	544.98	620	Fishbase (species)	62	individual	M=0.0103SL^2.9630	Bedford et al. (1986)	1	1191.6	g	12472	11281	10.467	1191.6	all	fish unidentified	fish	ectotherm vertebrate	50	mm	n/a	0	n/a	5	total length	n/a	n/a	individual	1.25	g	6.5417	5.2917	5.2333	1.25	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
10404	n/a	3968	Merluccius bilinearis	Silver hake	ectotherm vertebrate	adult	predacious	280	mm	total length	251.44	0	280	Fishbase (species)	28	individual	M=0.0039SL^3.16	Schaefer (1960)	1	103.86	g	1148.8	1045	11.062	103.86	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	20	mm	n/a	0	n/a	2	total length	n/a	n/a	individual	0.1624	g	0.41867	0.25627	2.578	0.1624	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
4178	n/a	831	Thunnus albacares	Yellowfin tuna	ectotherm vertebrate	adult	predacious	124	cm	standard length	124	128.36	142.23	Fishbase (species)	142.23	individual	M=0.0214SL^2.974	Le Guen and Sagakawa (1973)	1	35996	g	150570	114570	4.183	35996	all	crustacean	crustacean	ectotherm invertebrate	2.6	cm	n/a	0	n/a	2.6	Eye to end of abdomen	n/a	n/a	individual	1.7053	g	0.91981	-0.78545	0.5394	1.7053	M=(0.015*(L*10)^3.573)/1000	Benke et al (1999)	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
21029	n/a	9439	Gadus morhua	Atlantic cod	ectotherm vertebrate	adult	predacious	490	mm	total length	430.71	490	490	Fishbase (species)	49	individual	M=0.0070SL^3.0870	Bedford et al. (1986)	1	775.94	g	6157	5381	7.9349	775.94	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	50	mm	n/a	0	n/a	5	total length	n/a	n/a	individual	2.7835	g	6.5417	3.7581	2.3501	2.7835	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
26142	n/a	14001	Squalus acanthias	Spurdog / spiny dogfish	ectotherm vertebrate	adult	predacious	690	mm	total length	0	612.03	690	Fishbase (species)	69	individual	M=0.0008TL^3.3710	Bedford et al. (1986)	1	1264.3	g	17192	15928	13.598	1264.3	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	15	mm	n/a	0	n/a	1.5	total length	n/a	n/a	individual	0.06655	g	0.17663	0.11007	2.654	0.06655	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
17036	Sami 33	7003	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	73	cm	standard length	73	76.923	82.271	Fishbase (species)	82.271	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	7748.6	g	29142	21393	3.7609	7748.6	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	4.6301	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	4.6301	mass	n/a	n/a	individual	0.69269	g	5.1947	4.502	7.4993	0.69269	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
3836	n/a	806	Thunnus albacares	Yellowfin tuna	ectotherm vertebrate	adult	piscivorous	117	cm	standard length	117	121.12	134.2	Fishbase (species)	134.2	individual	M=0.0214SL^2.974	Le Guen and Sagakawa (1973)	1	30283	g	126480	96198	4.1766	30283	all	fish	fish	ectotherm vertebrate	5.8	cm	n/a	0	n/a	5.8	Standard length	n/a	n/a	individual	1.9511	g	10.211	8.2597	5.2333	1.9511	M=0.01L^3	Standard fish shape	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
28003	n/a	15580	Mustelus canis	Smooth dogfish	ectotherm vertebrate	adult	predacious	820	mm	total length	696.69	0	820	Fishbase (species)	82	individual	M=0.0023TL^3.1	van der Elst (1981)	1	1970.4	g	28855	26885	14.644	1970.4	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	290	mm	n/a	0	n/a	29	total length	n/a	n/a	individual	648.62	g	1276.4	627.74	1.9678	648.62	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
14466	Ge20	6974	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	65	cm	standard length	65	68.493	73.255	Fishbase (species)	73.255	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	5559.7	g	20573	15013	3.7003	5559.7	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	4.687	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	4.687	mass	n/a	n/a	individual	0.72701	g	5.3885	4.6615	7.4119	0.72701	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
25098	n/a	13050	Squalus acanthias	Spurdog / spiny dogfish	ectotherm vertebrate	adult	piscivorous	940	mm	total length	0	833.78	940	Fishbase (species)	94	individual	M=0.0008TL^3.3710	Bedford et al. (1986)	1	3585.1	g	43467	39882	12.124	3585.1	all	fish unidentified	fish	ectotherm vertebrate	50	mm	n/a	0	n/a	5	total length	n/a	n/a	individual	1.25	g	6.5417	5.2917	5.2333	1.25	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
7347	n/a	1319	Myctophum asperum	Myctophidae fish larva	ectotherm vertebrate	larva	predacious	8.4	mm	standard length	8.4	9.534	10.954	Fishbase (species)	1.0954	individual	M=0.0206SL^2.6286	Froese and Pauly (2007)	2	0.013027	g	0.068778	0.055751	5.2798	0.013027	all	Cladocera	Cladocera	microzooplankton	740	µm	n/a	0	n/a	0.074	length & max width	5.6000E+02	µm	individual	8.0103e-6	g	2.1207e-5	1.3196e-5	2.6474	8.0103e-6	M=(0.000000000003162(L*10000)^4.323)/1000000	Uye (1982)	4	Western North Pacific	37º00'N	143º00'E	3322	17.9	4.9	601	106	Sassa et al (2004)	transition region	Contiguous predators of same length assumed same individual
34009	n/a	NA	Dicentrarchus labrax	European sea bass	ectotherm vertebrate	juvenile	predacious	23	mm	total length	0	0	23	n/a	2.3	mid-class	M=0.0123TL^2.9554	Dorel (1986)	1	0.1442	g	0.63674	0.49254	4.4158	0.1442	Mysids	Schistomysis spiritus	mysid	ectotherm invertebrate	8.255	mm	n/a	0	n/a	0.8255	total length	n/a	n/a	individual	0.0030988	g	0.029439	0.026341	9.5002	0.0030988	M=0.00000339*(L*10)^3.23	Morris et al (1988)	4	Oxwich Bay, Wales	51º52'N	04º10'W	8	12.2	3.9	1399	NA	Lancaster (1991)	estuary/coastal	Predator length mid-class
16816	Sami 31	7002	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	65	cm	standard length	65	68.493	73.255	Fishbase (species)	73.255	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	5559.7	g	20573	15013	3.7003	5559.7	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	4.687	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	4.687	mass	n/a	n/a	individual	0.72701	g	5.3885	4.6615	7.4119	0.72701	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
5153	n/a	885	Thunnus obesus	Bigeye tuna	ectotherm vertebrate	adult	predacious	108	cm	standard length	108	113.8	121.18	Fishbase (species)	121.18	individual	M=0.0178SL^2.902	Nakamura and Uchiyama (1966)	1	14171	g	93117	78945	6.5707	14171	all	unidentified squid	squid	ectotherm invertebrate	7.2	cm	n/a	0	n/a	7.2	Mantle length	n/a	n/a	individual	12.097	g	19.533	7.436	1.6147	12.097	M=0.0004(ML*10)^2.4124	Hunsicker & Essington (2006)	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
29856	n/a	15966	Pollachius virens	Saithe	ectotherm vertebrate	adult	piscivorous	102	cm	total length	84.15	89.658	102	Fishbase (species)	102	individual	M=0.0103SL^2.9630	Bedford et al. (1986)	1	5209.2	g	55537	50327	10.661	5209.2	fish	Sardina pilchardus	Pilchard	ectotherm vertebrate	21	cm	n/a	0	n/a	21	total length	n/a	n/a	individual	68.991	g	484.66	415.67	7.025	68.991	M=0.0059*L^3.0766	Dorel (1986)	1	Europe, Celtic Sea ecosystem	50º50'N	08º00'W	102	12.9	3	607	18	Pinnegar et al. (2003)	demersal food web	Contiguous predators of same length assumed same individual
34752	n/a	NA	Zeus faber	John dory	ectotherm vertebrate	adult	predacious	88.3	mm	total length	72.406	0	88.3	Fishbase (species)	8.83	mid-class	M=0.0230SL^2.9114	Dorel (1986)	1	7.3261	g	36.03	28.704	4.918	7.3261	all	Mysidacea	Mysidacea	ectotherm invertebrate	46.072	mm	L = 10^ ((logM-log(0.00000339))/3.23)	4	Morris et al. (1988)	4.6072	mass	n/a	n/a	individual	0.8	g	5.1177	4.3177	6.3972	0.8	Weighed	n/a	0	Eastern Mediterranean	38º00'N	23º00'E	75	19.3	4.6	435	17	Stergiou & Fourtouni (1991)	Euboikos and Pagassitikos Gulfs	Predator length mid-class
22293	n/a	10518	Raja ocellata	Winter skate	ectotherm vertebrate	adult	piscivorous	960	mm	total length	0	0	960	n/a	96	individual	M=0.0022TL^3.295	Sulikowski et al. (2003)	1	7481.8	g	46301	38819	6.1885	7481.8	all	fish unidentified	fish	ectotherm vertebrate	135	mm	n/a	0	n/a	13.5	total length	n/a	n/a	individual	24.604	g	128.76	104.16	5.2333	24.604	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
18809	n/a	7385	Clupea pallasii	Pacific herring	ectotherm vertebrate	larva / juvenile	predacious	20	mm	fork length	18.52	20	21.788	Fishbase (species)	2.1788	individual	M=0.0045FL^3.1270	Bond & Erickson (1993)	1	0.039313	g	0.54131	0.502	13.769	0.039313	all	copepod	copepod	ectotherm invertebrate	0.55	mm	n/a	0	n/a	0.055	metasome length	n/a	n/a	mid-range	1.5073e-6	g	8.707e-6	7.1997e-6	5.7766	1.5073e-6	M=(9.66*10-7*(L*10000)^2.26)/1000000	Satapoomin (1999)	4	Strait of Georgia	49º00'N	123º00'W	127	10.5	2.8	1739	190	Barraclough (1967) Rep 922	nearshore	Prey length mid-range
9282	n/a	2926	Merluccius bilinearis	Silver hake	ectotherm vertebrate	adult	piscivorous	450	mm	total length	404.1	0	450	Fishbase (species)	45	individual	M=0.0039SL^3.16	Schaefer (1960)	1	465.12	g	4768.9	4303.8	10.253	465.12	all	fish unidentified	fish	ectotherm vertebrate	170	mm	n/a	0	n/a	17	total length	n/a	n/a	individual	49.13	g	257.11	207.98	5.2333	49.13	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
21737	n/a	10023	Gadus morhua	Atlantic cod	ectotherm vertebrate	adult	predacious	750	mm	total length	659.25	750	750	Fishbase (species)	75	individual	M=0.0070SL^3.0870	Bedford et al. (1986)	1	2887.4	g	22078	19191	7.6464	2887.4	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	71	mm	n/a	0	n/a	7.1	total length	n/a	n/a	individual	8.2574	g	18.731	10.473	2.2683	8.2574	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
26090	n/a	13956	Squalus acanthias	Spurdog / spiny dogfish	ectotherm vertebrate	adult	predacious	440	mm	total length	0	390.28	440	Fishbase (species)	44	individual	M=0.0008TL^3.3710	Bedford et al. (1986)	1	277.44	g	4458	4180.5	16.068	277.44	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	30	mm	n/a	0	n/a	3	total length	n/a	n/a	individual	0.57101	g	1.413	0.84199	2.4746	0.57101	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
21465	n/a	9802	Gadus morhua	Atlantic cod	ectotherm vertebrate	adult	predacious	890	mm	total length	782.31	890	890	Fishbase (species)	89	individual	M=0.0070SL^3.0870	Bedford et al. (1986)	1	4897.3	g	36893	31996	7.5334	4897.3	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	50	mm	n/a	0	n/a	5	total length	n/a	n/a	individual	2.7835	g	6.5417	3.7581	2.3501	2.7835	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
28843	n/a	15748	Lepidorhombus whiffiagonis	Megrim	ectotherm vertebrate	adult	piscivorous	50	cm	total length	41.25	50	50	Fishbase (species)	50	individual	M=0.0033L^3.2237	Dorel (1986)	1	989.65	g	6541.7	5552	6.6101	989.65	fish	Trisopterus sp.	Norway pout	ectotherm vertebrate	17	cm	n/a	0	n/a	17	total length	n/a	n/a	individual	43.489	g	257.11	213.62	5.9121	43.489	M=0.0082*TL^3.027	Fishbase (family)	3	Europe, Celtic Sea ecosystem	50º50'N	08º00'W	102	12.9	3	607	18	Pinnegar et al. (2003)	demersal food web	Contiguous predators of same length assumed same individual
24622	n/a	12607	Squalus acanthias	Spurdog / spiny dogfish	ectotherm vertebrate	adult	piscivorous	700	mm	total length	0	620.9	700	Fishbase (species)	70	individual	M=0.0008TL^3.3710	Bedford et al. (1986)	1	1327.1	g	17950	16623	13.526	1327.1	all	fish unidentified	fish	ectotherm vertebrate	50	mm	n/a	0	n/a	5	total length	n/a	n/a	individual	1.25	g	6.5417	5.2917	5.2333	1.25	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
33910	n/a	NA	Dicentrarchus labrax	European sea bass	ectotherm vertebrate	juvenile	predacious	28	mm	total length	0	0	28	n/a	2.8	mid-class	M=0.0123TL^2.9554	Dorel (1986)	1	0.25789	g	1.1488	0.89093	4.4547	0.25789	Mysids	Schistomysis spiritus	mysid	ectotherm invertebrate	1.905	mm	n/a	0	n/a	0.1905	total length	n/a	n/a	individual	2.7181e-5	g	3.618e-4	3.3461e-4	13.311	2.7181e-5	M=0.00000339*(L*10)^3.23	Morris et al (1988)	4	Oxwich Bay, Wales	51º52'N	04º10'W	8	12.2	3.9	1399	NA	Lancaster (1991)	estuary/coastal	Predator length mid-class
4373	n/a	841	Thunnus albacares	Yellowfin tuna	ectotherm vertebrate	adult	predacious	100	cm	standard length	100	103.52	114.7	Fishbase (species)	114.7	individual	M=0.0214SL^2.974	Le Guen and Sagakawa (1973)	1	18985	g	78971	59986	4.1596	18985	all	crustacean	crustacean	ectotherm invertebrate	1.8	cm	n/a	0	n/a	1.8	Eye to end of abdomen	n/a	n/a	individual	0.45833	g	0.30521	-0.15312	0.66591	0.45833	M=(0.015*(L*10)^3.573)/1000	Benke et al (1999)	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
31078	6008	16480	Nototheniops larseni	Antarctic fish	ectotherm vertebrate	larva	planktivorous	11.31	mm	standard length	11.31	0	0	n/a	1.131	individual	M=0.0159SL^3	Froese and Pauly (2007)	2	0.023003	g	0.075712	0.052709	3.2914	0.023003	all	calanoid egg	copepod egg	egg	0.16	mm	n/a	0	n/a	0.016	external diameter	n/a	n/a	individual	6.448e-7	g	2.1436e-7	-4.3044e-7	0.33244	6.448e-7	M=0.000068283D-0.00000044773	Huntley & Lopez (1992)	4	Antarctic Peninsula	63º00'S	58º00'W	881	-1.3	0.6	230	26	Kellermann, A. (1990)	Seasonal Pack Ice Zone	None
10675	n/a	4194	Urophysis chuss	Red hake	ectotherm vertebrate	adult	piscivorous	520	mm	total length	451.88	0	520	Fishbase (species)	52	individual	M=0.0124TL^3.0	Crawford (1993)	1	1743.5	g	7358.5	5614.9	4.2204	1743.5	all	fish unidentified	fish	ectotherm vertebrate	240	mm	n/a	0	n/a	24	total length	n/a	n/a	individual	138.24	g	723.46	585.22	5.2333	138.24	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
6266	n/a	965	Thunnus obesus	Bigeye tuna	ectotherm vertebrate	adult	piscivorous	112	cm	standard length	112	118.02	125.66	Fishbase (species)	125.66	individual	M=0.0178SL^2.902	Nakamura and Uchiyama (1966)	1	15749	g	103850	88102	6.5942	15749	all	fish	fish	ectotherm vertebrate	5.2	cm	n/a	0	n/a	5.2	Standard length	n/a	n/a	individual	1.4061	g	7.3585	5.9524	5.2333	1.4061	M=0.01L^3	Standard fish shape	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
14299	Ge19	6973	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	70	cm	standard length	70	73.762	78.89	Fishbase (species)	78.89	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	6872.3	g	25695	18822	3.7389	6872.3	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	3.9865	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	3.9865	mass	n/a	n/a	individual	0.38286	g	3.3154	2.9326	8.6595	0.38286	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
15983	Sami 14	6996	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	predacious	74	cm	standard length	74	77.977	83.398	Fishbase (species)	83.398	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	8056.1	g	30356	22300	3.7681	8056.1	all	Ancistroteuthis lichtensteini	Squid	ectotherm invertebrate	36.619	mm	L = 10 ^((logM-log(0.0004))/2.4124)	4	Personal communication (Mary Hunsicker)	3.6619	mass	n/a	n/a	individual	2.3677	g	2.5697	0.20196	1.0853	2.3677	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
22034	n/a	10281	Pollachius virens	Saithe	ectotherm vertebrate	adult	piscivorous	820	mm	total length	676.5	720.78	820	Fishbase (species)	82	individual	M=0.0103SL^2.9630	Bedford et al. (1986)	1	2728.5	g	28855	26126	10.575	2728.5	all	fish unidentified	fish	ectotherm vertebrate	140	mm	n/a	0	n/a	14	total length	n/a	n/a	individual	27.44	g	143.6	116.16	5.2333	27.44	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
